Station,date,Period,predicted_ridership,required_trains
Station_17,2022-02-15,AM Peak,336.1283,1
Station_17,2022-02-16,AM Peak,338.54016,1
Station_17,2022-02-17,AM Peak,340.0947,1
Station_17,2022-02-18,AM Peak,342.41757,1
Station_17,2022-02-22,AM Peak,350.59528,1
Station_17,2022-02-23,AM Peak,359.60196,1
Station_17,2022-02-24,AM Peak,360.19952,1
Station_17,2022-02-25,AM Peak,363.58896,1
Station_17,2022-02-28,AM Peak,364.05466,1
Station_17,2022-03-01,AM Peak,372.25937,1
Station_17,2022-03-02,AM Peak,361.04593,1
Station_17,2022-03-03,AM Peak,355.3726,1
Station_17,2022-03-04,AM Peak,349.43192,1
Station_17,2022-03-07,AM Peak,384.18716,1
Station_17,2022-03-08,AM Peak,390.92792,1
Station_17,2022-03-09,AM Peak,391.6742,1
Station_17,2022-03-10,AM Peak,382.97635,1
Station_17,2022-03-11,AM Peak,400.4084,1
Station_17,2022-03-14,AM Peak,444.60846,1
Station_17,2022-03-15,AM Peak,447.7785,1
Station_17,2022-03-16,AM Peak,438.4127,1
Station_17,2022-03-17,AM Peak,421.2428,1
Station_17,2022-03-18,AM Peak,426.8969,1
Station_17,2022-03-21,AM Peak,462.46735,1
Station_17,2022-03-22,AM Peak,448.7849,1
Station_17,2022-03-23,AM Peak,436.7081,1
Station_17,2022-03-24,AM Peak,427.1705,1
Station_17,2022-03-25,AM Peak,436.92114,1
Station_17,2022-03-28,AM Peak,478.7894,1
Station_17,2022-03-29,AM Peak,482.5546,1
Station_17,2022-03-30,AM Peak,476.72568,1
Station_17,2022-03-31,AM Peak,465.56134,1
Station_17,2022-04-01,AM Peak,480.93726,1
Station_17,2022-04-04,AM Peak,531.4046,1
Station_17,2022-04-05,AM Peak,534.8204,1
Station_17,2022-04-06,AM Peak,540.05334,1
Station_17,2022-04-07,AM Peak,542.984,1
Station_17,2022-04-08,AM Peak,560.00977,1
Station_17,2022-04-11,AM Peak,575.2948,1
Station_17,2022-04-12,AM Peak,585.236,1
Station_17,2022-04-13,AM Peak,593.5996,1
Station_17,2022-04-14,AM Peak,585.82166,1
Station_17,2022-04-18,AM Peak,584.02356,1
Station_17,2022-04-19,AM Peak,588.2297,1
Station_17,2022-04-20,AM Peak,565.4723,1
Station_17,2022-04-21,AM Peak,599.0504,1
Station_17,2022-04-22,AM Peak,607.2082,2
Station_17,2022-04-25,AM Peak,596.2223,1
Station_17,2022-04-26,AM Peak,596.4559,1
Station_17,2022-04-27,AM Peak,592.0492,1
Station_17,2022-04-28,AM Peak,590.9104,1
Station_17,2022-04-29,AM Peak,585.36725,1
Station_17,2022-05-02,AM Peak,593.03125,1
Station_17,2022-05-03,AM Peak,615.0538,2
Station_17,2022-05-04,AM Peak,629.3388,2
Station_17,2022-05-05,AM Peak,631.9303,2
Station_17,2022-05-06,AM Peak,630.4218,2
Station_17,2022-05-09,AM Peak,633.91113,2
Station_17,2022-05-10,AM Peak,641.8599,2
Station_17,2022-05-11,AM Peak,654.9116,2
Station_17,2022-05-12,AM Peak,658.20575,2
Station_17,2022-05-13,AM Peak,648.65173,2
Station_17,2022-05-16,AM Peak,650.00726,2
Station_17,2022-05-17,AM Peak,652.0224,2
Station_17,2022-05-18,AM Peak,668.13464,2
Station_17,2022-05-19,AM Peak,677.42944,2
Station_17,2022-05-20,AM Peak,665.41547,2
Station_17,2022-05-24,AM Peak,653.0931,2
Station_17,2022-05-25,AM Peak,646.4403,2
Station_17,2022-05-26,AM Peak,688.1547,2
Station_17,2022-05-27,AM Peak,679.95514,2
Station_17,2022-05-30,AM Peak,644.6303,2
Station_17,2022-05-31,AM Peak,646.5926,2
Station_17,2022-06-01,AM Peak,654.5235,2
Station_17,2022-06-02,AM Peak,708.5305,2
Station_17,2022-06-03,AM Peak,688.18726,2
Station_17,2022-06-06,AM Peak,673.3919,2
Station_17,2022-06-07,AM Peak,684.1984,2
Station_19,2022-01-12,Midday,113.13297,1
Station_19,2022-01-13,AM Peak,297.62585,1
Station_19,2022-01-13,Midday,258.64178,1
Station_19,2022-01-14,AM Peak,253.43205,1
Station_19,2022-01-14,Midday,141.68524,1
Station_19,2022-01-17,AM Peak,257.48035,1
Station_19,2022-01-17,Midday,124.957344,1
Station_19,2022-01-18,AM Peak,180.36282,1
Station_19,2022-01-18,Midday,108.10144,1
Station_19,2022-01-19,AM Peak,213.25458,1
Station_19,2022-01-19,Midday,123.54547,1
Station_19,2022-01-20,AM Peak,288.0866,1
Station_19,2022-01-20,Midday,209.41661,1
Station_19,2022-01-21,AM Peak,130.82681,1
Station_19,2022-01-21,Midday,85.32068,1
Station_19,2022-01-24,AM Peak,210.95285,1
Station_19,2022-01-24,Midday,99.537575,1
Station_19,2022-01-25,AM Peak,319.52777,1
Station_19,2022-01-25,Midday,250.07283,1
Station_19,2022-01-26,AM Peak,170.86668,1
Station_19,2022-01-26,Midday,125.361534,1
Station_19,2022-01-27,AM Peak,268.36804,1
Station_19,2022-01-27,Midday,134.08847,1
Station_19,2022-01-28,AM Peak,318.8489,1
Station_19,2022-01-28,Midday,272.9965,1
Station_19,2022-01-31,AM Peak,297.91367,1
Station_19,2022-01-31,Midday,166.42972,1
Station_19,2022-02-01,AM Peak,204.21413,1
Station_19,2022-02-01,Midday,117.45363,1
Station_19,2022-02-02,AM Peak,252.45877,1
Station_19,2022-02-02,Midday,127.962036,1
Station_19,2022-02-03,AM Peak,356.27393,1
Station_19,2022-02-03,Midday,198.44778,1
Station_19,2022-02-04,AM Peak,320.47992,1
Station_19,2022-02-04,Midday,516.0547,1
Station_19,2022-02-07,AM Peak,404.00296,1
Station_19,2022-02-07,Midday,533.3714,1
Station_19,2022-02-08,AM Peak,285.493,1
Station_19,2022-02-08,Midday,481.3984,1
Station_19,2022-02-09,AM Peak,354.906,1
Station_19,2022-02-09,Midday,274.61295,1
Station_19,2022-02-10,AM Peak,279.75754,1
Station_19,2022-02-10,Midday,567.39484,1
Station_19,2022-02-11,AM Peak,430.8602,1
Station_19,2022-02-11,Midday,617.3874,2
Station_19,2022-02-14,AM Peak,470.96777,1
Station_19,2022-02-14,Midday,630.83484,2
Station_19,2022-02-15,AM Peak,368.4876,1
Station_19,2022-02-15,Midday,481.52206,1
Station_19,2022-02-16,AM Peak,265.29663,1
Station_19,2022-02-16,Midday,495.65244,1
Station_19,2022-02-17,AM Peak,426.2302,1
Station_19,2022-02-17,Midday,311.63214,1
Station_19,2022-02-18,AM Peak,358.5885,1
Station_19,2022-02-18,Midday,614.14343,2
Station_19,2022-02-22,AM Peak,498.55756,1
Station_19,2022-02-22,Midday,645.0885,2
Station_19,2022-02-23,AM Peak,414.3403,1
Station_19,2022-02-23,Midday,604.88684,2
Station_19,2022-02-24,AM Peak,389.83737,1
Station_19,2022-02-24,Midday,536.3766,1
Station_19,2022-02-25,AM Peak,432.88885,1
Station_19,2022-02-25,Midday,365.5278,1
Station_19,2022-02-28,AM Peak,372.83957,1
Station_19,2022-02-28,Midday,379.5605,1
Station_19,2022-03-01,AM Peak,300.05444,1
Station_19,2022-03-01,Midday,338.7709,1
Station_19,2022-03-02,AM Peak,451.9908,1
Station_19,2022-03-02,Midday,768.08026,2
Station_19,2022-03-03,AM Peak,514.735,1
Station_19,2022-03-03,Midday,690.1226,2
Station_19,2022-03-04,AM Peak,632.91223,2
Station_19,2022-03-04,Midday,724.3436,2
Station_19,2022-03-07,AM Peak,681.1117,2
Station_19,2022-03-07,Midday,721.632,2
Station_19,2022-03-08,AM Peak,545.17395,1
Station_19,2022-03-08,Midday,687.6937,2
Station_19,2022-03-09,AM Peak,548.0524,1
Station_19,2022-03-09,Midday,544.8711,1
Station_19,2022-03-10,AM Peak,446.4085,1
Station_19,2022-03-10,Midday,660.136,2
Station_19,2022-03-11,AM Peak,589.79803,1
Station_19,2022-03-11,Midday,709.15784,2
Station_19,2022-03-14,AM Peak,649.4272,2
Station_19,2022-03-14,Midday,718.246,2
Station_19,2022-03-15,AM Peak,592.444,1
Station_19,2022-03-15,Midday,610.8509,2
Station_19,2022-03-16,AM Peak,474.9789,1
Station_19,2022-03-16,Midday,634.7913,2
Station_19,2022-03-17,AM Peak,521.30304,1
Station_19,2022-03-17,Midday,664.5633,2
Station_19,2022-03-18,AM Peak,572.9687,1
Station_19,2022-03-18,Midday,559.4508,1
Station_19,2022-03-21,AM Peak,476.3136,1
Station_19,2022-03-21,Midday,501.67606,1
Station_19,2022-03-22,AM Peak,450.1587,1
Station_19,2022-03-22,Midday,728.8186,2
Station_19,2022-03-23,AM Peak,587.23724,1
Station_19,2022-03-23,Midday,793.3929,2
Station_19,2022-03-24,AM Peak,675.6267,2
Station_19,2022-03-24,Midday,721.9953,2
Station_19,2022-03-25,AM Peak,642.9805,2
Station_19,2022-03-25,Midday,654.6068,2
Station_19,2022-03-28,AM Peak,608.82306,2
Station_19,2022-03-28,Midday,649.5192,2
Station_19,2022-03-29,AM Peak,520.90674,1
Station_19,2022-03-29,Midday,602.3982,2
Station_19,2022-03-30,AM Peak,582.65576,1
Station_19,2022-03-30,Midday,481.55188,1
Station_19,2022-03-31,AM Peak,454.49313,1
Station_19,2022-03-31,Midday,621.51404,2
Station_19,2022-04-01,AM Peak,592.20825,1
Station_19,2022-04-01,Midday,671.51685,2
Station_19,2022-04-04,AM Peak,657.62976,2
Station_19,2022-04-04,Midday,682.974,2
Station_19,2022-04-05,AM Peak,613.9743,2
Station_19,2022-04-05,Midday,590.90546,1
Station_19,2022-04-06,AM Peak,521.5551,1
Station_19,2022-04-06,Midday,592.7245,1
Station_19,2022-04-07,AM Peak,603.1158,2
Station_19,2022-04-07,Midday,571.3717,1
Station_19,2022-04-08,AM Peak,564.2617,1
Station_19,2022-04-08,Midday,472.34927,1
Station_19,2022-04-11,AM Peak,451.5414,1
Station_19,2022-04-11,Midday,495.41974,1
Station_19,2022-04-12,AM Peak,593.47876,1
Station_19,2022-04-12,Midday,508.14352,1
Station_19,2022-04-13,AM Peak,522.92865,1
Station_19,2022-04-13,Midday,561.8157,1
Station_19,2022-04-14,AM Peak,595.0261,1
Station_19,2022-04-14,Midday,589.5347,1
Station_19,2022-04-18,AM Peak,610.2776,2
Station_19,2022-04-18,Midday,589.80927,1
Station_19,2022-04-19,AM Peak,572.44196,1
Station_19,2022-04-19,Midday,530.1113,1
Station_19,2022-04-20,AM Peak,601.25903,2
Station_19,2022-04-20,Midday,512.3059,1
Station_19,2022-04-21,AM Peak,464.99442,1
Station_19,2022-04-21,Midday,584.9481,1
Station_19,2022-04-22,AM Peak,601.4375,2
Station_19,2022-04-22,Midday,615.6233,2
Station_19,2022-04-25,AM Peak,641.26843,2
Station_19,2022-04-25,Midday,621.96173,2
Station_19,2022-04-26,AM Peak,598.3213,1
Station_19,2022-04-26,Midday,563.429,1
Station_19,2022-04-27,AM Peak,516.5747,1
Station_19,2022-04-27,Midday,592.06476,1
Station_19,2022-04-28,AM Peak,604.3811,2
Station_19,2022-04-28,Midday,569.8347,1
Station_19,2022-04-29,AM Peak,464.5459,1
Station_19,2022-04-29,Midday,496.60904,1
Station_19,2022-05-02,AM Peak,593.00134,1
Station_19,2022-05-02,Midday,564.199,1
Station_19,2022-05-03,AM Peak,560.683,1
Station_19,2022-05-03,Midday,574.47687,1
Station_19,2022-05-04,AM Peak,583.8079,1
Station_19,2022-05-04,Midday,545.5198,1
Station_19,2022-05-05,AM Peak,576.2909,1
Station_19,2022-05-05,Midday,542.01733,1
Station_19,2022-05-06,AM Peak,637.6142,2
Station_19,2022-05-06,Midday,598.7658,1
Station_19,2022-05-09,AM Peak,460.9561,1
Station_19,2022-05-09,Midday,404.11594,1
Station_19,2022-05-10,AM Peak,473.96204,1
Station_19,2022-05-10,Midday,478.01782,1
Station_19,2022-05-11,AM Peak,509.76254,1
Station_19,2022-05-11,Midday,529.9869,1
Station_19,2022-05-12,AM Peak,609.0485,2
Station_19,2022-05-12,Midday,515.7959,1
Station_19,2022-05-13,AM Peak,588.08734,1
Station_19,2022-05-13,Midday,479.24774,1
Station_19,2022-05-16,AM Peak,596.1485,1
Station_19,2022-05-16,Midday,459.0756,1
Station_19,2022-05-17,AM Peak,643.2957,2
Station_19,2022-05-17,Midday,518.18195,1
Station_19,2022-05-18,AM Peak,406.0337,1
Station_19,2022-05-18,Midday,448.3449,1
Station_19,2022-05-19,AM Peak,532.94336,1
Station_19,2022-05-19,Midday,489.41214,1
Station_19,2022-05-20,AM Peak,651.982,2
Station_19,2022-05-20,Midday,587.6895,1
Station_19,2022-05-24,AM Peak,473.7338,1
Station_19,2022-05-24,Midday,341.80298,1
Station_19,2022-05-25,AM Peak,503.4383,1
Station_19,2022-05-25,Midday,440.89603,1
Station_19,2022-05-26,AM Peak,635.71924,2
Station_19,2022-05-26,Midday,533.26044,1
Station_19,2022-05-27,AM Peak,571.75433,1
Station_19,2022-05-27,Midday,499.9417,1
Station_19,2022-05-30,AM Peak,403.92874,1
Station_19,2022-05-30,Midday,328.09647,1
Station_19,2022-05-31,AM Peak,610.8142,2
Station_19,2022-05-31,Midday,479.9405,1
Station_19,2022-06-01,AM Peak,544.2017,1
Station_19,2022-06-01,Midday,455.30118,1
Station_19,2022-06-02,AM Peak,471.2094,1
Station_19,2022-06-02,Midday,399.11,1
Station_19,2022-06-03,AM Peak,543.3467,1
Station_19,2022-06-03,Midday,424.61456,1
Station_19,2022-06-06,AM Peak,644.4203,2
Station_19,2022-06-06,Midday,614.14624,2
Station_19,2022-06-07,AM Peak,379.25046,1
Station_19,2022-06-07,Midday,341.80148,1
Station_2,2022-01-10,PM Peak,28.402603,1
Station_2,2022-01-11,Evening,57.734543,1
Station_2,2022-01-11,Midday,65.05277,1
Station_2,2022-01-11,PM Peak,48.22019,1
Station_2,2022-01-12,Evening,28.01439,1
Station_2,2022-01-12,Midday,35.10997,1
Station_2,2022-01-12,PM Peak,21.647676,1
Station_2,2022-01-13,Evening,35.458492,1
Station_2,2022-01-13,Midday,51.55968,1
Station_2,2022-01-13,PM Peak,25.422543,1
Station_2,2022-01-14,Evening,17.274797,1
Station_2,2022-01-14,Midday,38.85685,1
Station_2,2022-01-14,PM Peak,33.469204,1
Station_2,2022-01-15,Weekend/Holiday,31.889156,1
Station_2,2022-01-16,Weekend/Holiday,73.06725,1
Station_2,2022-01-17,Evening,67.007904,1
Station_2,2022-01-17,Midday,41.801014,1
Station_2,2022-01-17,PM Peak,26.57441,1
Station_2,2022-01-18,Evening,46.60195,1
Station_2,2022-01-18,Midday,57.744583,1
Station_2,2022-01-18,PM Peak,61.09396,1
Station_2,2022-01-19,Evening,41.257515,1
Station_2,2022-01-19,Midday,38.116955,1
Station_2,2022-01-19,PM Peak,46.990166,1
Station_2,2022-01-20,Evening,11.044154,1
Station_2,2022-01-20,Midday,37.15354,1
Station_2,2022-01-20,PM Peak,23.579327,1
Station_2,2022-01-21,Evening,41.029728,1
Station_2,2022-01-21,Midday,57.040546,1
Station_2,2022-01-21,PM Peak,30.452377,1
Station_2,2022-01-24,Evening,36.636806,1
Station_2,2022-01-24,Midday,39.095943,1
Station_2,2022-01-24,PM Peak,23.20325,1
Station_2,2022-01-25,Evening,31.695803,1
Station_2,2022-01-25,Midday,42.5872,1
Station_2,2022-01-25,PM Peak,41.172997,1
Station_2,2022-01-26,Evening,54.55417,1
Station_2,2022-01-26,Midday,45.85739,1
Station_2,2022-01-26,PM Peak,19.657516,1
Station_2,2022-01-27,Evening,39.840702,1
Station_2,2022-01-27,Midday,44.81033,1
Station_2,2022-01-27,PM Peak,23.203844,1
Station_2,2022-01-28,Evening,31.370369,1
Station_2,2022-01-28,Midday,51.81609,1
Station_2,2022-01-28,PM Peak,36.58577,1
Station_2,2022-01-31,Evening,44.22477,1
Station_2,2022-01-31,Midday,51.59095,1
Station_2,2022-01-31,PM Peak,24.82615,1
Station_2,2022-02-01,Evening,42.44441,1
Station_2,2022-02-01,Midday,43.484993,1
Station_2,2022-02-01,PM Peak,33.527752,1
Station_2,2022-02-02,Evening,73.16355,1
Station_2,2022-02-02,Midday,95.08662,1
Station_2,2022-02-02,PM Peak,56.980614,1
Station_2,2022-02-03,Evening,88.42028,1
Station_2,2022-02-03,Midday,125.523026,1
Station_2,2022-02-03,PM Peak,108.71034,1
Station_2,2022-02-04,Evening,133.96332,1
Station_2,2022-02-04,Midday,148.1695,1
Station_2,2022-02-04,PM Peak,143.75548,1
Station_2,2022-02-07,Evening,120.54869,1
Station_2,2022-02-07,Midday,162.72874,1
Station_2,2022-02-07,PM Peak,130.60443,1
Station_2,2022-02-08,Evening,138.87854,1
Station_2,2022-02-08,Midday,142.97643,1
Station_2,2022-02-08,PM Peak,111.83679,1
Station_2,2022-02-09,Evening,120.14494,1
Station_2,2022-02-09,Midday,124.94657,1
Station_2,2022-02-09,PM Peak,102.80045,1
Station_2,2022-02-10,Evening,147.33563,1
Station_2,2022-02-10,Midday,119.16311,1
Station_2,2022-02-10,PM Peak,114.92727,1
Station_2,2022-02-11,Evening,173.30052,1
Station_2,2022-02-11,Midday,154.10254,1
Station_2,2022-02-11,PM Peak,134.1626,1
Station_2,2022-02-14,Evening,134.75609,1
Station_2,2022-02-14,Midday,142.31654,1
Station_2,2022-02-14,PM Peak,105.66074,1
Station_2,2022-02-15,Evening,141.27647,1
Station_2,2022-02-15,Midday,137.57729,1
Station_2,2022-02-15,PM Peak,125.90131,1
Station_2,2022-02-16,Evening,109.6312,1
Station_2,2022-02-16,Midday,154.09105,1
Station_2,2022-02-16,PM Peak,156.62064,1
Station_2,2022-02-17,Evening,110.66443,1
Station_2,2022-02-17,Midday,138.22112,1
Station_2,2022-02-17,PM Peak,121.81374,1
Station_2,2022-02-18,Evening,145.09135,1
Station_2,2022-02-18,Midday,159.43282,1
Station_2,2022-02-18,PM Peak,153.61977,1
Station_2,2022-02-22,Evening,156.40572,1
Station_2,2022-02-22,Midday,171.82211,1
Station_2,2022-02-22,PM Peak,131.55052,1
Station_2,2022-02-23,Evening,136.99522,1
Station_2,2022-02-23,Midday,152.96216,1
Station_2,2022-02-23,PM Peak,125.39691,1
Station_2,2022-02-24,Evening,144.35118,1
Station_2,2022-02-24,Midday,157.0163,1
Station_2,2022-02-24,PM Peak,115.4611,1
Station_2,2022-02-25,Evening,139.20522,1
Station_2,2022-02-25,Midday,179.00316,1
Station_2,2022-02-25,PM Peak,164.09093,1
Station_2,2022-02-28,Evening,143.27457,1
Station_2,2022-02-28,Midday,158.9408,1
Station_2,2022-02-28,PM Peak,131.40814,1
Station_2,2022-03-01,Evening,144.91895,1
Station_2,2022-03-01,Midday,144.72168,1
Station_2,2022-03-01,PM Peak,131.7459,1
Station_2,2022-03-02,Evening,150.71173,1
Station_2,2022-03-02,Midday,148.11649,1
Station_2,2022-03-02,PM Peak,114.56706,1
Station_2,2022-03-03,Evening,130.42697,1
Station_2,2022-03-03,Midday,175.71951,1
Station_2,2022-03-03,PM Peak,133.62933,1
Station_2,2022-03-04,Evening,135.40855,1
Station_2,2022-03-04,Midday,162.57812,1
Station_2,2022-03-04,PM Peak,130.47115,1
Station_2,2022-03-07,Evening,185.08862,1
Station_2,2022-03-07,Midday,178.5721,1
Station_2,2022-03-07,PM Peak,157.32764,1
Station_2,2022-03-08,Evening,114.55552,1
Station_2,2022-03-08,Midday,164.75766,1
Station_2,2022-03-08,PM Peak,162.29167,1
Station_2,2022-03-09,Evening,116.1004,1
Station_2,2022-03-09,Midday,145.40565,1
Station_2,2022-03-09,PM Peak,132.56732,1
Station_2,2022-03-10,Evening,154.1582,1
Station_2,2022-03-10,Midday,171.51752,1
Station_2,2022-03-10,PM Peak,164.10771,1
Station_2,2022-03-11,Evening,192.15976,1
Station_2,2022-03-11,Midday,179.57216,1
Station_2,2022-03-11,PM Peak,144.52228,1
Station_2,2022-03-14,Evening,176.33746,1
Station_2,2022-03-14,Midday,191.1601,1
Station_2,2022-03-14,PM Peak,152.59425,1
Station_2,2022-03-15,Evening,160.83406,1
Station_2,2022-03-15,Midday,165.28055,1
Station_2,2022-03-15,PM Peak,118.711586,1
Station_2,2022-03-16,Evening,134.62213,1
Station_2,2022-03-16,Midday,181.29962,1
Station_2,2022-03-16,PM Peak,167.241,1
Station_2,2022-03-17,Evening,136.17734,1
Station_2,2022-03-17,Midday,168.27641,1
Station_2,2022-03-17,PM Peak,152.17792,1
Station_2,2022-03-18,Evening,177.58882,1
Station_2,2022-03-18,Midday,196.50752,1
Station_2,2022-03-18,PM Peak,185.17178,1
Station_2,2022-03-21,Evening,197.65892,1
Station_2,2022-03-21,Midday,218.79587,1
Station_2,2022-03-21,PM Peak,163.8884,1
Station_2,2022-03-22,Evening,192.06033,1
Station_2,2022-03-22,Midday,176.31738,1
Station_2,2022-03-22,PM Peak,153.98781,1
Station_2,2022-03-23,Evening,130.76234,1
Station_2,2022-03-23,Midday,210.85954,1
Station_2,2022-03-23,PM Peak,174.2417,1
Station_2,2022-03-24,Evening,169.4383,1
Station_2,2022-03-24,Midday,181.86238,1
Station_2,2022-03-24,PM Peak,139.2743,1
Station_2,2022-03-25,Evening,194.65384,1
Station_2,2022-03-25,Midday,198.23434,1
Station_2,2022-03-25,PM Peak,186.64493,1
Station_2,2022-03-28,Evening,145.61763,1
Station_2,2022-03-28,Midday,217.58575,1
Station_2,2022-03-28,PM Peak,210.27913,1
Station_2,2022-03-29,Evening,139.25494,1
Station_2,2022-03-29,Midday,158.69806,1
Station_2,2022-03-29,PM Peak,140.00305,1
Station_2,2022-03-30,Evening,159.92773,1
Station_2,2022-03-30,Midday,176.55731,1
Station_2,2022-03-30,PM Peak,169.46506,1
Station_2,2022-03-31,Evening,178.53517,1
Station_2,2022-03-31,Midday,175.42175,1
Station_2,2022-03-31,PM Peak,139.09569,1
Station_2,2022-04-01,Evening,209.58403,1
Station_2,2022-04-01,Midday,194.1105,1
Station_2,2022-04-01,PM Peak,161.13242,1
Station_2,2022-04-04,Evening,134.5006,1
Station_2,2022-04-04,Midday,163.37402,1
Station_2,2022-04-04,PM Peak,123.162186,1
Station_2,2022-04-05,Evening,140.94438,1
Station_2,2022-04-05,Midday,178.59067,1
Station_2,2022-04-05,PM Peak,167.18163,1
Station_2,2022-04-06,Evening,154.66583,1
Station_2,2022-04-06,Midday,149.75844,1
Station_2,2022-04-06,PM Peak,139.03004,1
Station_2,2022-04-07,Evening,157.72958,1
Station_2,2022-04-07,Midday,176.2769,1
Station_2,2022-04-07,PM Peak,168.1715,1
Station_2,2022-04-08,Evening,195.1977,1
Station_2,2022-04-08,Midday,180.92506,1
Station_2,2022-04-08,PM Peak,147.77792,1
Station_2,2022-04-11,Evening,180.62622,1
Station_2,2022-04-11,Midday,177.1594,1
Station_2,2022-04-11,PM Peak,159.5608,1
Station_2,2022-04-12,Evening,156.24307,1
Station_2,2022-04-12,Midday,169.42105,1
Station_2,2022-04-12,PM Peak,125.671425,1
Station_2,2022-04-13,Evening,169.7089,1
Station_2,2022-04-13,Midday,169.98483,1
Station_2,2022-04-13,PM Peak,121.11502,1
Station_2,2022-04-14,Evening,176.30717,1
Station_2,2022-04-14,Midday,171.33452,1
Station_2,2022-04-14,PM Peak,138.35631,1
Station_2,2022-04-18,Evening,159.85075,1
Station_2,2022-04-18,Midday,177.29472,1
Station_2,2022-04-18,PM Peak,144.66803,1
Station_2,2022-04-19,Evening,151.51231,1
Station_2,2022-04-19,Midday,158.07642,1
Station_2,2022-04-19,PM Peak,113.713905,1
Station_2,2022-04-20,Evening,160.9141,1
Station_2,2022-04-20,Midday,162.76697,1
Station_2,2022-04-20,PM Peak,139.64072,1
Station_2,2022-04-21,Evening,141.28027,1
Station_2,2022-04-21,Midday,183.39575,1
Station_2,2022-04-21,PM Peak,152.4691,1
Station_2,2022-04-22,Evening,138.77141,1
Station_2,2022-04-22,Midday,167.61436,1
Station_2,2022-04-22,PM Peak,151.40172,1
Station_2,2022-04-25,Evening,175.21266,1
Station_2,2022-04-25,Midday,182.02153,1
Station_2,2022-04-25,PM Peak,159.7792,1
Station_2,2022-04-26,Evening,162.23615,1
Station_2,2022-04-26,Midday,154.40591,1
Station_2,2022-04-26,PM Peak,126.12952,1
Station_2,2022-04-27,Evening,140.79228,1
Station_2,2022-04-27,Midday,156.58435,1
Station_2,2022-04-27,PM Peak,133.17873,1
Station_2,2022-04-28,Evening,131.29251,1
Station_2,2022-04-28,Midday,145.72325,1
Station_2,2022-04-28,PM Peak,157.76114,1
Station_2,2022-04-29,Evening,219.56721,1
Station_2,2022-04-29,Midday,200.77834,1
Station_2,2022-04-29,PM Peak,170.5823,1
Station_2,2022-05-02,Evening,166.66898,1
Station_2,2022-05-02,Midday,142.66182,1
Station_2,2022-05-02,PM Peak,135.746,1
Station_2,2022-05-03,Evening,112.56212,1
Station_2,2022-05-03,Midday,144.23781,1
Station_2,2022-05-03,PM Peak,139.2345,1
Station_2,2022-05-04,Evening,180.57468,1
Station_2,2022-05-04,Midday,170.4325,1
Station_2,2022-05-04,PM Peak,166.5322,1
Station_2,2022-05-05,Evening,151.75983,1
Station_2,2022-05-05,Midday,190.0234,1
Station_2,2022-05-05,PM Peak,195.70256,1
Station_2,2022-05-06,Evening,144.11057,1
Station_2,2022-05-06,Midday,172.1381,1
Station_2,2022-05-06,PM Peak,160.1204,1
Station_2,2022-05-09,Evening,184.51634,1
Station_2,2022-05-09,Midday,190.0219,1
Station_2,2022-05-09,PM Peak,168.0852,1
Station_2,2022-05-10,Evening,159.23604,1
Station_2,2022-05-10,Midday,170.34216,1
Station_2,2022-05-10,PM Peak,131.14127,1
Station_2,2022-05-11,Evening,142.34367,1
Station_2,2022-05-11,Midday,166.3093,1
Station_2,2022-05-11,PM Peak,148.5311,1
Station_2,2022-05-12,Evening,161.6504,1
Station_2,2022-05-12,Midday,178.69266,1
Station_2,2022-05-12,PM Peak,134.51416,1
Station_2,2022-05-13,Evening,215.50398,1
Station_2,2022-05-13,Midday,208.24382,1
Station_2,2022-05-13,PM Peak,183.51625,1
Station_2,2022-05-16,Evening,146.63124,1
Station_2,2022-05-16,Midday,171.23106,1
Station_2,2022-05-16,PM Peak,148.27834,1
Station_2,2022-05-17,Evening,159.6884,1
Station_2,2022-05-17,Midday,167.79376,1
Station_2,2022-05-17,PM Peak,151.44997,1
Station_2,2022-05-18,Evening,174.59238,1
Station_2,2022-05-18,Midday,166.3815,1
Station_2,2022-05-18,PM Peak,179.90083,1
Station_2,2022-05-19,Evening,159.24788,1
Station_2,2022-05-19,Midday,159.14139,1
Station_2,2022-05-19,PM Peak,115.019005,1
Station_2,2022-05-20,Evening,121.54417,1
Station_2,2022-05-20,Midday,163.42717,1
Station_2,2022-05-20,PM Peak,166.5845,1
Station_2,2022-05-21,Weekend/Holiday,216.80333,1
Station_2,2022-05-22,Weekend/Holiday,237.98137,1
Station_2,2022-05-23,Weekend/Holiday,174.1863,1
Station_2,2022-05-24,Evening,85.97937,1
Station_2,2022-05-24,Midday,115.76625,1
Station_2,2022-05-24,PM Peak,137.36392,1
Station_2,2022-05-25,Evening,117.845184,1
Station_2,2022-05-25,Midday,141.7744,1
Station_2,2022-05-25,PM Peak,139.62639,1
Station_2,2022-05-26,Evening,184.53835,1
Station_2,2022-05-26,Midday,229.88914,1
Station_2,2022-05-26,PM Peak,181.35564,1
Station_2,2022-05-27,Evening,142.22531,1
Station_2,2022-05-27,Midday,153.73856,1
Station_2,2022-05-27,PM Peak,170.13158,1
Station_2,2022-05-28,Weekend/Holiday,195.34116,1
Station_2,2022-05-29,Weekend/Holiday,313.7829,1
Station_2,2022-05-30,Evening,184.60925,1
Station_2,2022-05-30,Midday,140.05917,1
Station_2,2022-05-30,PM Peak,107.82489,1
Station_2,2022-05-31,Evening,133.63908,1
Station_2,2022-05-31,Midday,142.45068,1
